variant_id,item_class_id,item_name,material_type,food_base_name,quality_level,weapon_state,weapon_type,page,sort_order,embedding
food:108875:normal,food:108875:normal,肉末酿豆腐,食物,肉末酿豆腐,3,,,食物,501,l+s5PD7c1j2IO547tWsgPqBsjz1ZQJe6h0+kPQAZJD0aVGo94cAZvHYK8bs5Gfq9V+0iPJAXer0XxPY8RUkvPdNR4L3iSeY9e4uwPS34hrwnG6S8Zsrwvd55xTzTugm95qQLPe3mbD3jmQQ9jIWAPbVC0j1UQlS9iLD0vCQBd7sGfCo+5T8ku9K0vLxSMn09VcGRPdU/gbxsL4K8AbEDPrP8M704JQq9bBLxu3I31LzZRqK9tPjsveruFLyI/yu92gLHvSjx9T2vNBs9s55SvDkplb3+x2s7XQKFvRpDmzxDbye9lnKnPcUh6T31+hC9VRtjveuQuD0F2ca9Ny76PEtn1rz7KJU9yYqcvFareT1AzZY9O6bpPApiWj3iD++9oQoHvZLeBjy4ALM9NbyYvd1ilzyncom9+oftPI/Qc71fJqo8ooQoPSUHjL1BecK9Uim8PIg1IL3RJy697FLvPOvgvT25C849XYJdvUJd0j2mx989oT5qvUvseD0y55e9oE6pPPwwqT0Y2z48PfMAPXZTMzzgiDi8ze3ju3tnG7zTLJK9hlYbvaX0dz1cL6Y8254RPP6Anjzdg1e9wtehvTEuQz3muPc8X+SJPVQ28LyTW0Q9XyDqPLsE1L2hbv89qV4hPWzR47lTzMq8HzuBvZWWHD2jxV49jjXzu7QJ1juqRtS9bwO0PI7kDztUAOk8vN0VvS/2gr17+Lo8PWNBvQmmbL0yUwq9m8WyOhnu2jw5BaK8CcO6PLWDsb1tTBi9sTILvo/MK7stuJW8f3L/vaHUxj1oEpA95zxAPPgENr6SDYc8abkKvE0W7j17wKQ98lAYPXkt0b32uBa+U5k4vXEZ1Tvibke9s7haPaiqLb1u0GE6+Jk9PRQNGD3/X6U90aWKPQ42AD0CW829SOqdvBafPL1Qthw9+LrivbLALL1EQY68iuv/PRiHP7wd5YQ92n7cvVHEvrtYE4w8xpuKPZevO72GUhq7MJXfvATFPr1AYsm8YGwtunFM8Tzse6A84oZbPZB5rLzg94i8qrMQvSwGvbxz4wO+NGinvfq5Ljsy8Wk9GmwlvWhV5Dw7Qou9RFYZPKtXUr0pf489IHWwvG7LRj1ujIA9BgiUPUcHxb2G32m9WixbvcvrXT03CR+92IM6O0G8iz3Uj4m9IRS5PevnlT1r3ko8/6+GPTWwkT2+evS8HWmuPLlt6j34TQW9mi+cvcLpeLtcIYQ9hVbzPLhWLT1B44k8l4+1PN3NJz1eO8i8ELsWO9U7ED59t3Q8zrjnOwC6+j0BH0U9R26PPbKAWjy7qKU8Qrv2OkTK3TsXOI09sIeivfzd5T0XQgc7GiCtPIz+dLp3jsm90r82PA==
food:108875:weird,food:108875:weird,奇怪的肉末酿豆腐,食物,肉末酿豆腐,3,,,食物,500,+xa0O/BSgD3QTj49Y3gNPj1ZJT14Ik09XUJ1PdfyvD3/pb48uHNwPP7Lwrz24K69UTZRPdj0171PX4893+dTPd+lnL0wC8g8IcORPRiqZLvn+Ge9BmvpvWNjMzxnspY8+QGGPAg0PD2YZ3i92v7MPfgBkz1IO6C5Ixk1vZLXKL1eJwA+YclJPebUAz1k3Dy6lNeAPc9Byb1wG4y6+jcQPpLmgz173go6lyL9PIh/U73tsAa9LFXBvfDm+rzkHIW9i1vavckt3j1UwSq9DHsovcI7EL2IcL47SBx9vG5yCD29r568vv1/PQnZBD5PaLC9YY8Evk4QGz47iYe90skxPHCdTzz7W2Q8sBQHvqqvnj1iEbc90fvovIKxlD3EDIa96ZEGvSWy0jzN36A9wHIAvdVzKz2PoHy9fYmHPeBbSLxw8EQ9pkB1PdZKEb6ixMC9moGMOufIy7xUJ2Y8aZ5HPbdrmT3UFkk9z9aIvUbMkT347is+aK8tvhq2lT3UrfK9RNZ1Pe4KpT1PbzS9bqzWPCiNMz3JNp+7EwrIufHJYD1hDBC9PgcGveSQFT2Wnfu8uMwXvUx1eT2NEAC+CKavvRIekj2jDx89q/KiPcuFMr0INZM8JfXkPEGRIb4bbiE9IG49POOpBb0Fg888n14svXx5Az08C1w941mZPKvDWz0nsI489G14PfYb1jyMZMW6ucNgvUHnCL54Ht68a1qiPMOyHz0+guA7Eb40PZtPhT2bEA093DtPPUJm0b0NWdk9Jx8Wvf+IJ72TjkU8vXmTvM604TyiUmc9881MO2fYDb0+os28BWtzPCnUuz1we3g9SUDJuxbyZr3E3Am+nBAnPLdniD1p0Uq9fz6OO46/+zxRqfO7DypsPVN3WLzMLaU9FrSTPN6UKz0p/W297DcLvBXWib12Vy29dUevvYDM1LzLodU8JlZLPaICKT1JZLA92AlcvfhjALw9VRk8vXyaOsHcmr2Pjck7dfdsvMf6wbyUZ6m89BZyPd8O7zyyIGC8htCoPScOg723NYY9vAQNvLy0x7sRMQa+crpHvQQTFD2PT5c9vo6ZvfreGLy/b5692p+YvI3LiLxeYvq73LBOvDjwvD2i/+c8AAKEPTCd4r0XZsM8XiD9vVOUxjwehhI9RdysvBAGDD17N6e9kLgUPcUev7x5Oni9vz3UPXD1VD23pFW9M9p5Pd5b2T173py9wPjCvbsMNjp7Ud09gljkO2laxz3lRp689nIsvQd0lT3QIvG8OUMYvQ+O2T3/3bW8hSB9vC/a1j3FsxA9kwRlvOs/Dz14ZWA9iUBiPI0/IbznMUM9XB+svUZYbzyGLaM8CCVdPYbJMD2Qwje9zwDRuw==
food:108876:delicious,food:108876:delicious,美味的薄荷泡泡糖,食物,薄荷泡泡糖,3,,,食物,395,AhjXPbs3F72YqM69BI/APRtff72vL8I8DSUwPtyIaDtKCoC9yHQqPohefztNffg89AqlvAv6LL235Ps8wH7LveuBxTxK4RO+ITOLPQt/Zbv7Lyy9r4T0O7M+irzrNXC9XvwdvTxLW7wWJaE6dygxPTBVyTs8qmg9T+fZvbV3zbxTIKm9L/k0PR/uPrsim5i9t2IAvDKMAL3tLKo9AH8Evdzgz7vpyoI80aWlPcas9TypHnu91LhMPVvgKz2B6M08XhNhvdjSPr0frLE93H6VPZpEujyw0sA7iBZ6PdTGGTthDq89f1V8O2OuhL3msnU9zr1HPs6fNLzD9IA9GC46vTEvIjxbtIG7Da22PFTNtrziDMW8EBqfvSM7vbxp/2s9K5R9vU4epj07bEI9VyiHPbqNwr37HsQ92ePBPNl0jb1NL2676lmBvcOtCz3+p4a9BhEpvNBFvrssrlW9ycxKvCPserwE2cG938LmPVJ1Qb26ik870AVdvTYJub2243g9VwSTvfWdBL15WXe9TSRMPfyWDr3Hoao7jRUvvanXsb2wahg8AP5ovcGdDTwR/jK9JzdfvUc2LT2B/oG8ePqTvWwyRb3uqy49oQ8rO7p5mr09/1y9ozAhvcocsb1axLa9g2WwvPVUsL2LxYa9EB8ivSSnQ70YYJ+8hFSfvXxMkjoQ0lg99UeVPc6gOD1hkb89rCoaPUjjozzuzw09EnL2vKHwdLxX8DY6BCGQvGmA3Tws7B+99R6UvGK9fTzvLGK8FG8HPUYKRT1stVI9vZ8XPdQgSr1Xgea9mLriuzUNwj3xcxG8zfS7vY19XrxYu/e6eZ3XPbJWwru9PPs9I8JzvN+BpD3IiJE94VskPUbAAj4t8AC+AS7nPfBoAL7G3Uk9mgGxPIBSAb3xRi08+bNgu1Glwz0Nhz69fiE5vHMXcbyfkdm6PBBGvfj+Or1frsM7VG2GvH4LRb1uoxi+I1C9PaQ/abtxuI89A0+7vXN+Zz1JtJi80OhvvCudVTxpQ3W9nzsovhKx4rxuyuQ8ORlqvbULCD1zO6G8WuefPBzzbzxdRSq9NxPDPdABqr1tD5+9gsO5unTouzwfIwo+vgDSvOXgnjwBLAk98iOEvQtGRD3T4mQ92AOXOqPytzztHwm7AbZ+PDJ/lr0ptHg9dnGIPfHVYrz+lM29O7/2PVKnRb2S8A69h7oPPb1ZNz18kkM9iy3gOZt+1L2ljiU92U0JPqSnhzz4rJW6mOWAvajXGzyNC4Y8NCmdPF5F9r1Bcos9eQGavF+BTz2dJmY9yNmRPQK6rT154629Irklvahdp7zufas898PYvBESXD3K3xu+u/CiPde7C74/yR896tDNPQ==
food:108876:normal,food:108876:normal,薄荷泡泡糖,食物,薄荷泡泡糖,3,,,食物,394,f9E5PdFgzD3DfcC9/QmIPSgPfzsN7Xq7mVonPhvDnDvctW29PQ03PjjnijyC5gi9qpWVPHJDbr1XkeM8qfaZPbnv47wPnzg9a0OtOwIrar37pAo96vvgvWGs0zynDb87LQeMvdHSIz15k208qnmOvaVMfTwokGc988YmvGRCJz2ST2C8y5xVvWfkjr2aFZ48OmdcvevLarxKvoY9IqElPVij7rxeWD070nxsPYCazzz5oTW+jG1SPLiiWTxJuhK9uWGivC/5Nj1mDhc9yBinPaTXBj07NDO87HYEPjmzvTyDKxu9EQjnPSDM5Ts1tGw9iL+pPcIOpj0m1Hi95vymPaMiIj2pStm9O3y3vZ0TmzxzeKK8PVD7OoHf7bonnuY46UmUPMLurDz1BNs8Xd7yu2RKLb0kX5c8HD2Wvar1ibwnRFq9UO+WPeckhT2WAOi8DETXPe2Blr3/jV69AJEhvatYdj0yU7w8UYHEvVoNZLx6+Vq94jGEu9ULDb7z/po7gKi0PYF2iLsCNl69EqwWPEGiAj364Cc9olF5vSFlB75twny9HE5bvVnbjDxhI4K7KqeuvS8sdLxPpT69MszvvRC7Gj2wrdC9lSZHvRqbtb1pXYW9s2/AvRoNKr1ZEDS9amymu4eGAr0lwdq8zIm+PZJ85rlndw297pPsPDbmWL3JhmS99qWbvDAkFTww1Dw9Z3igPHBWqTzvL7C8tTrAvWqiwr3Pj0I91vYJPNf5gD2jG8G8NVcSPXRTF7ydizu9/pA6vaDLFT154Qa9CaU+u3o+gLxe49298wmNPSplnDxgBbu87jv9vUmsOz0yO7s5lcIUPVhwQz3FCAs9iLFqPHzaQD1HW5s9CtxTvRJDiD16VYG9I48uPrOW/r2Ge/S7Lo0tPZho2TsXUHu8CIXHveUsLL1m2OA94sSivQTHr73NOfK9jFqzPd3y+Lx84zU9ld6JPd7uO70x5HO9iZ5mPYUFgT2WYxq9Mb4ivkxTAz2Uh869I0GLvZ2bXT32GfW8wEINvnfzwT35H5g9iIEaPU+lzr20Ukw88r2NvGyMuLwJ4uE6LTPePHj4Jr1muJS862ouPd68TLw1qVi9lGkAvUWj2Twr2jI+VHl9vTP+OD0D8X49I0m7PR/ckjttpkG9JKJNPL/fsLopK5m8OTaFO/4YRj0CBKC9O1ogPca5Oj09iVe8NNMTPW8v9zyIgBM90zQlvQItfbxTciY99sOrPTE+sb3vo4s9ZAEFviBjqD0gzTQ8uDuHPSUfEr6EFF49JD4EvXr2mj3uEQI9Q9+GvAEO6LvfgaW80OmBPUTifj2IRvQ8AAi2vXawcbxcKFy9xScEPpO6cbxpnYu9B15WPQ==
food:108876:weird,food:108876:weird,奇怪的薄荷泡泡糖,食物,薄荷泡泡糖,3,,,食物,393,aBWSPQMDmT3ef4a9rQ+1PUWY47wY3qI7Vm0lPlHwMT2f66S9p5YoPman/7s4aXC9HWdEPTQ53b0ur588PTfIPRNxL7300Ag96T+OPZr9ub3RCOk8mNOgvWsB8rtvbMK7Kaf+u/eblLoRTiY8LEusvdTWWD3uges8WxldPaaNozzzjKg77qYJvaxyubz6quo6HOutvKS7IL3pO1g92medPf+XgTxNRX48FRqZPJ3cxD2Mud+9vU9EveH3arxiCZ669p4VvT3PJT0+3Io9PG2JPfm/AT1LPXC847UvPkvhOj2BiSO9CuhiPa496DyN4mw9fuObPQd33j1/VMq8XFNZPbEP+z1NIcu9XgicvfUzCz3YKti80B1QPa6olbxGSf28kxZqPYv4oDxgcIA9NX5lvZZdlb0cKeo8E1NhvR++br2Ydy29isFzPTIkdT3W/KU6KTUHPnOK7LxZmKq8Qx04ve33yD3yRLY9TFqsvZvWkD3eVtG8zccOvYzUi7211Pg8AOozPdOqaj2xaQO8X7ObPPT8YD2cp1U9SASaPADA9b2ZAX+9HUyZvKldoruwWXC8e2UdvYeKvjzR/6294bbXvRLoxj1U0VC94h5BvT+Fz72iOWe821gHvllimbx2clC9MlfWPPeQ+bxcnqw7ZY7HPb1dML0q4Ey8HykZPTgUGL1AVRG8+S7Duh6aEjvjs4Y91jwrPYuKmz0NixC9o8xlvXuZkr2i8Z09c/aju0R4ZD0ZlU29W7oCvQ/+Ej0Qz7q9j2lSvevTWj3OSNu8Vd1XvA12KTwyzeS9xQYDO6U42zuaygq81tWivR0TeTzZ+JU8utBGO0g3AD1sPAw95bl8O5/yFD0wZCw9/Y1ZvWAauz0sjnq9SlwsPr7Kub1AjOS7mv9HOxruajxu/aG8dqu0vZMKnb1KFYk9oNwlvf7yE76Z+Na9ZmrYPKhRozxpH2E7vqIFPV95gb0aEwW9xiCUPTDu9TwDi6m8xtL3va2mOD37sdy9vLe2vRJRmD1mYiK8Ria+vQh6+D274WQ9RI6aPXf0A74hXOS81VqCO2ZDg71LmCu9eByZu/pqKj2rlo29LMmUPZj7QDsrC4A8MhRcvQHtLLvu6EE+tlCcvWil1DyjbZM9xasKPsZF/Tq+M0a9WMDIOkPwYDwWc2G7JBOvvAuwCTxIFkK9jtagPfJ+OT2KiEw8mVopPc4qET0KeMg8IHiBu2bKu7s3DOu8yzm9PZkZ2L13l+09Y2y7vdEKDj2Qp6284idtO56fqr1q+tU9nkelOxSYgj00ztc8N1i0Ozm6sjxZfYw8bc8APtbzGj1AnhQ8tXLOvV+kpTyaqbS8aArFPavXPz2Loya9gVFtPQ==
food:108877:normal,food:108877:normal,转转特调,食物,转转特调,3,,,食物,536,XhU0PPOwpj0N/Y68mhqKPbQJhb2X5iA+gyWgPChWuz0wNha+t49GPRPy7rsMuK+8WQUJvQdUKr1CK0296JAWPZnsgb1alAA9oV2lPXbx6D2lyAC9W/xWvUIlxzuJeWA96bpBPc+DB706Vtm9/PE7vRrzrL1Zr0G9sblYPZboqrxXrAW9U6ouvTYDfDxl41O9kHQwug/gK704jdK80UiTPT+ypD19kH+9nrE0POfKxD15AoM8VZPfvT10Fr3sKS28zhs9vSe7YL3in/E8uG3PvThxwD3KtCC9FGp8vZS/2DyXIiU9QfPxPNWgTz2PS6Q7eiAHPU/EET7zL9E3jTZCPAJX7DyuQCm8dRSMvPVlAj30dCO7egM2vXuYKD2nyMs6PHKNPXs/Oj0bqvg8COF2PE9G5j0X8x+9/6TZPNheuLxqecY72JrrPS1YXr3a0e67lR05POZ9GL3TQYo9AMy6O87alj2En4E9L5luva55i72yXhu9xP1QvAvWnL1miaA9wEE1PUxtyrwDg9m8Gx/nPD9vrz1mzg4+wfaIvAWy+L0JSma8DLmYvcCCgDzYfKw7FbALvvD9KT028rC9BHHOvGkAM7xRWM48Es+vvOvODz37z6I6+J+9PW+AXr2sLUK9KG0NPJNi/71+vKI9ozyqPZkTr7udc629Yf08vXFtKTzceIO8CRJBvVzmgjw1n788RwaPOk4z4j10gI29luU8vTayX72b+Os9S30PvF69Vr3MKHG9K3qHPXJ/1j2rH0O9mIQAvHnTqTsvQgY8VZChvGYBCD6VK929J5HKvDsTET1XAdg91JPfvR4AQb0i5xs8XMOQum2FpL0ljwW9nuKhvMJ0ibxaysY8ACmwPfE/XzsQmLo8zsbcPWUWXbx8+YY9oHZgvKbilbwv9nC9jkZiO7d47L1WXRU9Pve3vbFXO7wecFu6w2wFvYS/Fz7w7a48m7GePcb4kL0ie1M9fwmdvYNjqLrNIwu8iOHEvTzMQ73qKsC9JKIsPVltnj0gIee7ggBoPVaN5D3dmyw+L5gEPBBadLxLuDW+38fWuxlyI7sXgqM9g3tCvcNztz2v2Fy91ajRvK77uT1evaw9eHUwPZpFkr35to49or6EvQI8M71fBAg8klOQPAJcwrx0/h68ptKnPJDmvLwTEWG6CJeHvXadyzt5NQ69vHc/PiFGTTwjK9O8LAQiPcNMiDxhzNo8q0MaPBB+qL0A+o+7mWUbvPKcz70sAaq9klfLvaOLV7wTCxG8vWSxPYFNsL1RMSC9o2GJPbD1gD1iqFu6HI7QPStlUL2rsDO9P44LPNyqers4aaa9tA4lvXnYNLsI/K09LVSdvcuM+rzmDnW8rWr2PQ==
food:108878:normal,food:108878:normal,「镂金的宝箱」,食物,「镂金的宝箱」,3,,,食物,503,/9UQvaw08b23RBI9oiOiPd17UTxID6y9IWWDvc40ab1z/v095BGdvCxHD75/lGc9FhQCvU4eK73VSuM9QaMmPPt1k72Q9Xc9QRxUuzfVfTvoxf47SFrBvTNOVj0yRRO+QZgEvu8ph7wtIrI9mlj9PYk5krw7rac7faTgvPu9ozz1wxg9YogTPRTmZbwDCuG9VQeGPMrPDb2wilK8em3GPD6yRT2lhiC9RNa6vEEWzrxmjvA9qFAFPSeqkbyVOJ28uvUfvJ9G07zO7zs9DxYnvXV5wj1dmPC8a126vRHFvb0Uuaa92iOevAUeCLwE5Js9AixzPZ0saT2vDhG94AIVvVpWAD3SKCi+x8PUvGE4mL0C8Li9+n+GvdN8JT1SnHa6Ks54PdwMrT3G1n+8rhuFOwEnR73uqDk9iGKYvRebW73Pjoi9qzcOPGzQWTw5mkE9Xalju6PGDT1Vhho6XC+uPBV8Jj0hqFM80QsevEi6or2OV2u905UJPgOSV7zlVRs9eQ+MPbLthb3SKss8+90DvQNnHL0kR4A9J7s8PG12Qr3z3AY7H9nUurQudDzZb5U8EFGUvVZxWb1tecm9QM6/vT3KYzze7Xq9Yo0xPUTNqbycUKE9x9MbPXPJYDzS2RA9XGjtuy75vT0f7jK9LsuVPZkQ67rFSyG9HkiYvZeDBr6CQ1G8vltnvdAUPD1exCk89HGCPYeKfz3dIks8cyP6vTemtTy43Xm9hhoKPj4Nmb2ggh+7AUG7PIafPT0UJV095kAdvKRa2j1vKKG9DN9QPeudsD02UII8fgMbPlDgEj0keHK9AX8Xvj/KFD442x09j5kaPIJ2xbqVMrC8XFO1PbDgtDz6aw09Eg+tvLCWM71tlyQ9g2c6vVt5UL1lQRM9XykNPb4gBDy3Gvy9wvrFPJfpgD3mkKq93fASPemhbD2UrCI7u+o+PTHZEbwzTy89TDIxvaW3KDwfrbq9saI8PG6Ilzws7y49p1FhvJUoKrwHkYs9DiTnvf8xij27W408VaZEPYN6nTvN8lc9WI7ePOCmJjwf2tu9bj3oPMnfHryNOH28p1VQPWO+qL2E0GQ83F/4u+ZiVjxmfNK9hPd2PDjmvT1pqHY7dR3EvGf59DvmqWg9611lPQGnWr1RQ7C8U7grPcMZQj1e8YK9QlYaPcu66Txzrva8kqwmPcI3vjxHvUi93A4VvUwuv71g47g71+GAvFwh7rwNN8y8/JF2vVa3Gb3cqD2+8dMqvt1Fcj3/tjU9cU+1PCy0ibxk+Dq+6DdnvWJItDupGWg890UfPkFXQbwhLIa93T9jvQAmbjtEZwG9waP+PWcDxz1lrFu9uaJ4vGhVgL2Fs3K9qgGDvQ==
food:108879:normal,food:108879:normal,解闷泡泡糖,食物,解闷泡泡糖,3,,,食物,396,MuCRPZVNaL3h7TG91DT6OtEAALtSRYe9+xMjPXtmMbyEoqG8FxbAPCzqPT3w0PC9GtNfPTncrb3Cq7S9bO8UPThN1bzJtwS8JJwEPq2+s70Ji96961LdvVxhtzxOhba8J2yZPdAjr7zvV/89B6VBPTE86zw1uio93BGfvbDZt7xcp/g8gqrHvfHjzj3aK4q9JRYiPAEOb71BpAW9DlgnPYuehL1nv469i3lsvU3ceD3995+9rbWjPA/Rk70pRpQ81R6tvcHxK73PDZE9+56RvdWqMr0TlrU80CWbPU7+urysN0I8xWgJvZlfsTz2/WA9uxLVPSufaTvnZ/S85SCGvcZ1+j2MwAG+4C6uvLfwHjyGgxs9entDva12vzzkdPY8zC6nPYSvxDvTm4o970PnvR0fs71CWsO9NXUOPQVHmL1m9as8GT0VPbRM5L0QjPa7Jg2guhsMlbz/nzc9mNOwvFdDHj22BGc98VWMvC/4Yb0m/1g8kHTVPEiACr2JfTQ9N+i7PU27pb0cXqu8iGWFPEB1vr2fIVy9dY2uvNVyYj1ezPk7fF3EvGFdcj1KE5M9v8PkPNM9tL3Whvu81jWMvIE82rwbEg69IazSPFFoyL0D9kw85ru7vEmeWb3mX+E8gpnjPQhsYDu/uoW9uOJcPVsNj7unWCa+49zcva2liD0kBM09ZBjJvXqFyTv4gn49CjMHvX71jD0OXBC+9/QVviemqruPJpg97BkMvQIh6L1SUlc9M1ikPd9Tkjp7EXs9h2EEvjCZJD00r428tRrOvHV8PT3/F9C9AfN4PfcSlT36bAg8cupEvaeOwrwZICi9ryCzvNMCwzwpCY08jIScu0bxK71G8YS9GPUavoU9Vz1ILhi9u4zrPapUEr5ZqzE9j2MUPthmcb3jySe86ZEsPcRHCr2/h889agSCPQeOx70uNzO9S1TmvXkFLL0+F/I7VpoavZUrmjxrwh48a4MlPZEw5byQphe88jjgOjKBDL00Dbg8yf4OvcQAET7Zllq97kb3ve+p7rwbCrY9RL+Vu5USnbzkoYy8S9J4PAqzmLvFsxs9bWcDvba4Fb1lrdi9x0/vPPLZiz1ixeS8I9GJvTmEk7yF/L093nuHvV3C0L0BnR49cdTCPXzwJbt18V49mr4LPfsOGL0N1Xe9h5OYvfTNVLvJkEg8TeHnOyPwAj3noRI9amzqPNHPXr3v8Qm8fZvjPLu+1rwqU5a8z5LVPDH4Mj1mPaq8IqnZvdwPPTpGSxC+NKcxPQ1qt7zBkaQ9UVMMPdCD6zwofmc9HM3DvFaKSr2Jm8i8Aa3zPZpqkbpwkdO8Yw6jvQoC3D3PUy69JMRCvYfNV7yVLKm88lNWvQ==
food:108880:normal,food:108880:normal,「茶会多重奏」,食物,「茶会多重奏」,3,,,食物,522,/R0tPVxKfT1GuTg9CLqGPXUPpDwg2uq8nBcDPJPikbz24y49JuGRPF3HMz6j+hO9nZnzPJciJD3Hofa8JA7LPR/eEL6xhri9fNF5vMJTGL3LKfC9wseIvZVliD0xm0m8KbgEPYmnpbz63CY89+WAPeXnQ7344HE99TiuuhVGpTvwP+09DNvBvXBlpTxKako9NxWtvbQWB75spJY8yW6zPfzsDT2kFKq7LN5FvS75Fr4vJG08FE4lvc1eWr2ccLg99YwiPexAm73S86u8Sx52vZIUUrzKyTG9KncRPt4imLsPb1C7+scQPc7ZRTyLbCE9znufvQaCJDwybZ89hVjYOkzdDTykBHM8wbOovUAwTTz8pQI+3H2Wvfa/tj1aTjA9goRpPVCfwD00S0U9hP22O3UvCL4qdU28WksIPfHkBD0xKj29D0K0PJmvxbv5RBY916dIPmHVqT2di588bemoPPHGCz1+D0I+zyfUvQ5mDb3zjeW6khWJvd3OFL2uqv28OKC3vL9nhrkbuXY80cHXu707mT0n+D89tagLPTVVSb2B5IK8jeWvPO7d17zGs5S9ERysvPw9kz0ij1w9b/UqPZ31wDuw+9O9h8hXvTQz4LzfH8Q8BjjIPYr9jz2pyRA+utcivMTIMbxwUL68Qy2lvQJPj7sMVoe9yyvsvB3fxD2pcJc9g+GyvTYaeL1Qvn49mbcRvH3AIr383Oe7NHUIvufYFD1IH4m9P8eIPIpt9rztbYQ95N8VPUnxbj2h/rc9bhVDPNq7ED0DDIc9zSGkvYO8Nj269rG91Jd9vWhhiDvs3cK9ybx9Pa8eDT1+9Mc8UwJmPYyANz1YWQi9R84EPcGPdr0Rjua9pHAGPZh5Xj11ZXa8JqItvHydcr3IzMS8dnWNvamMrzzwHY+80QyJvGxCRLxZiVA8eGxyvdc1W73NdCc8+RaSPY45gT1vbFM95vVrPAm/ED0kpZy9bkUYvcZKGL0/OGc9gdXTvBodOrzDlBg9ha6OPCZmgz0cy9k8h+KdvJgZjz0lR9c98P51vRPsgD2++668rvwmPRrkxb3/tT89V+UJvrFBCz3XIKG9y3AxPdiHmD3BYiS91kgFvXrdujyCcD49CPefvW9I472mpi898aZ8vAzfwr2Usdc9eQgCPHRXAb1NYsC83OluPbAamb0E1xY8fiQUPY/tej3IJuc84s6GveXODz3H6Ka81m9SvMvFEjxFDQs9KL1lPdWLSTtpuci9wHybPCiV8TzfXsa8EnmavMn95D2zxo09AY+sPX6p6bvSPZs9Xg8gPa0ZGr3ma449ws4GPnE1/j3Eqbm9vXuwO+ensT1Rv6092LMcveeS6L1PvZq9AfH3vA==
food:108881:delicious,food:108881:delicious,美味的桦木蒸肋排,食物,桦木蒸肋排,3,,,食物,563,q750uyNDK70NehE98knUPVVtnbxG0Ni8knoAPW/6IbxWSoM9ul6avd13ybwC0q+8q55OPWoSfbw3QKQ9V8/8ve+/wT3RyFK95IRfPduS0D3pwhq+7xKHO/XSYTpEVgC8NI1mvTRzXb1Oihe8PwWWPZWS5ryg9is9in+IPXo31zsiwtO83sECPfO6vD0Qvi295phDuSu68rvgSRC9vmy1PB5bEL3VNIW7sb+bPVZhJ7496WM9C7PIvWh/JD3c+CA9kCNHvM4Z2TrTeWY9sbpkvb+pCb2c2aG9rCawvBrtJL1HAh47ePauPeyBrzxvCs29mcGlPXEa5zziKFI7Ob8Nvtk+JT0qkrg9O6ycvQtNbTvzLu69usb/vJZk6Do7OQc9UjySPZc7gD2Cj8Y92vJJPfiKob2nkKU9rTenPVxRYzyYZ4m88tYgvTtlX73NCLw8pPtnvMesnD1pi7I8Xd+iu8iHcT0dN8K85oivPHO5hzx6jUw9wEqXvfh2MrpVQOQ9XYzwvQhMoT0UPlw9SJPJvOwZT73cU2c8vq8QvgMsvL1wALO9Q1XzPNvpfL2BgF+9QZMBPRIEt7welLS9Qr3Nvf0dXjxMTIY88tgnPVpYPj3IBJI6PQS6vF91Y73Qip88r70nPdaZg703qo89sKaHvZwqFT1K1qc7XvYNvgyZAr0tX4I7S9PavFb9/jxLGuo92UP8vNrmGr1vRJo9tjElvvf7AL0T30887I20vIab87w0abq7yeuBvWgDgLziOIs7r+MmPJeSUr0a9To9r4qlvayT9Dx1Z429VPCWPVqPwLwsEWE8Q1SvvZCtPb13mis9anJwPfPutLwi8Ey9mgPNuZN8DT2vu/e8YtrsPdXBZj27Q/u9mYOBPDFAX73EvqG8eVwRPcpGHTstct29oO5dPfosAD51TgK+IzDNPClHrz2EWqY8pLovPA+dAr1gLHW8YNKwvYgOvryhsKW5WEiKPN6xhL0l+xQ+1GWiPYjIlzxXww28RiLTvDAbyL1u5Ki9e/iTPW1Bp70HN/c9wAF3PSFSB7wr4ly9M/aGvKrLNL0V1zI9SCrsvAM5dr2eDSS9TDDjuwHo1T0ZgAY+ocZLPcLhobw8ulG9y4A8PCg7TL2VZGk9wDPuvS45Ar6qo2k9VmaRPInv37wkupQ8Pz+aPWxLQT19zIQ9Ts4GvWhjFb0XtDK9J9OGvdS5CrwNUwG9pTPRPDCoZ7zsSDS9kBcnPWPNUjw4Z+m5gCalvEWitr1b7SS+N+DfvEUYzD0jlFu9prQGPQ1Tf70HdME9l90YPraN3zvji/G8iKNSvFoo2j11ik49F4W0PZxajT3GvoI8/cgrvNv1wr0Hg0u92R8Juw==
