variant_id,character_id,character_name,skin_id,skin_name,element_type,weapon_type,rarity,embedding
10000020_202000_雷,10000020,雷泽,202000,奔行原野,雷,双手剑,4,sWgTvqrFhzwdqI49BrMaPfYbSzuTIo+9ljLlu7rwhjz0cMC9G4m5vJE0Jbz9gpE8qxRlPdpwIrwMdqI9ZVWCPfRBVT2RFGs9AtwAu4wAe73GYtY92lnYOYBnwr0K7xK+oJZcvWiIHD2z1qu9npObvYeOmLx+yZk9NZwpPafcwr2HZwE+X8LxPAT1SL14nUw8kguqvEzxDz7zbDk9D4oXvZK+Kbye+Li8g1JIvBt1rz0seSG9br2TuuSSqrzsER0958fuPQuFTrzzCAC8UFQ5vKFVsb1YTVs9kc81vZDmoj0I9Ni8ZQ93PcaJmr00g7I8kH83PRNhMLyRLBa9osIlPRGJgD3WplU91ADevC/wY71H24a8qxSzPbwCwj37o7M9wbDaPZTxPD1x8Bs96jozOzD7rD1+FZY9apC6PRvszb2KvRm7QpkPPbyBB73fDbs9EL7IPKp4tzyfggQ+k9MMPYUzFr5il849hJH/vYwAyLyQlg09tBTRvJPf07y+c8Q8VNKuvGYvf7yZiLq8D/MzvUuaLD2OgTy9MVRiPcqTpL1x8bY8W28svTX/DzwBU/E9OwZfvZ8rGD1bQ4E8CfycO29ka7oIuSo9Mcc8PcYyjr0fDIC97JDJPdfSuj2T1eM8p0DvvHhQJL1g96O8tcxBvOVVCL1YC4e7gK2MvXfNmT1A7jo8xInmvJ3H+rjuU3075+eOPWrLkr02Qnu9SHcGPqoTdj2cBcq92jJCvSp8Sj2HTlc8Ja4gvQG9Ar3qppu9giMcPd0FBT2iXzG9036cPVIU6TmOnd48hmusPca4Or0KNVO7HjAuPFJjFb4w0n+9WtEjvXNgPD3FNIE9eiV6PHjZhbzHeOA9hGPuvIF5Qj1S/oA93VAsPU1p0j2T+4I83wMuvRhhEj6DfvC76z+mO+yhTLys0309CArUvToAVL3qzlM9nVQmvaFlA7zPhoi8v0W5vLoYrL0XTDG95DhzPNQLjL2GkIo95GTCvbU0+D1yduo85vKGPEtRNL3k8mI7ZcqSPbKQd70PYl69eFlUPHvq/Lzkmzc7WlsYPIM+lz2ZZZe9Yy+HvTppg715y8Q8rtAaPe7/oLwnPqU9UwALvvXpg7xgK+G8AhgUPRznlz0+9s+9zhc4PUeGyz1XoCq8bGvfPTuEXj3HvcQ9R6r/PUClurwlmE+9bJCPPUkafT1ZaeW8ge86vWLOI77E7cI9Xb1Wvep5AT73+wE+0mNLPPyvGj0MN3U9CBudPOlUbD2d1Ag9p5NMvZT2Gb2H73W9WEAsvdRafT28tqI82liDPUAkcj3UckK9b6LOPb9qFTpAq7m8LTZdvU52nL1S4Yk8PJHkPGL0dz0NF4q9tUVVvQ==
10000021_202100_火,10000021,安柏,202100,「满分的侦察骑士」,火,弓,4,CjTOvfWeQj3seI68rUYBPoKz+7tkgZq8taQKPLjhmb3awfQ8L/OkvZVFgr0If2Y9z8uNPc/U+j3uIaq9MbSlPCw4Dz2XBqI94bsYvLl8KzztiUI7H3/7vJm5r7zHHAq+IBRlvR0PEr3hMAq9pLARvVHTV72RIcs9LvH4Pfhmfj1X8nM6l4usu0btrb2P+cG9PMRrvW49RD07IP08zdPavZXoDb76P7u8tMl/u6RD+7zeiG+9p9BgvRZvlzyt7aI9vIWDPcfEKry3wJ68QFijvLHgVTxvAa48c5h4vZ0hqbzWnZ49SrqUPdDaQ7u50dq9TaF5PFnas71hJsA73J3BvR7h4jwd5zW94o0vvd7t7jyv+Oi8WhjGPNCCiT0Jupi4W25BvZSSED0TBMC9droNPC3OsD2ZzA09znA/vTzbMb2l3O482YZGPXkJvz2Q7Ym9rXMHvU7QB72sS7Q9Z+xZPfvtiL1pup09DNS4vfJqrrxh96q8jluWPaphSr1HvXS9oLG2vPR3Oz1k80U94eH1vfDPCr1cQvu8CtTzPPSQGj3tNFQ9UvfCvT6GpjyQOJ09XwhyPWSxcTv1vDw9ArYcvXYchb14UQa83CMxvWpuUrx3cZy9srz/vGr4YD1oE469JaqwvVwLb70SH2S+ezo7PDpIjb1Ip6O8QqlxOt2FFD1cA1e9lT5FPZR29r3t0gA+knLOvJCAjL0fTdy8apufPJ83irzlloI96mVYvXVp2L06Jec8kfzGvMUN0j3ACXC82ofsvPKLPz0RuMW96NFyPcCjTD1J3J88A5CFPL17xTztjNa9HlM9Pa+1OzuWLWU8gfHEPP2IvL0Ip/g9hn1PPT9Fxbwml4s9hdM0vZla2Tu961M9PrcLvcMl5Dye5rI8LBuaPLPYEz4v8gO+Wd3/vaiUSzwbo309kkHQvQSUkb19Fw88Y4YXvUzkNT3H/MQ9EXW4vAkF6jxT/2G73S86vaSx0zrdTJ49vVzcPA68PD18KLU89tiQvLn1Bz6Sjyk+lkOIvNDwe7y3dgI+zWeOPYwkpb3K/c280DNrvZd/Yj3iy1W8vdalPJXZuT3YWLm8YJEPvYpBJT0y7kq8NZitOuEKQz2r8Sk9hbpDvEcMwLvDTIa9WXmtPXtwAT1IBOa8gIRdO+lav7zGWAw8/JiuvP5NvTzdJcA9djswO63XyrwZ9468SommvNZgmL0KTGI98XqZvXbCgDy0Bx094py2PFqxZb76lU88VutovGafwDwhsPM8YnUGu25Zh7sgGzg9MsBEvZACyD0Qs/y9xRrPPYzprb1fRL08CQ03PbpXw7xuCRG7DuSKvCVaVT0YQbC9P68FvfO7sDzOpeI94o4MPQ==
10000021_202101_火,10000021,安柏,202101,100%侦察骑士,火,弓,4,95vbvV7GWD1V54W8lzYNPtNjcbzPl028ePNXvAexk72u1Og8pguMveES6rzBLqg8K0+ZPSpSDz7qFpy9xJW+PJGHJT02zq49YXeRvD/q1LxDzSG8pXMLvcmN1byUYSG+eXzivOSysbxcJ3m9YQlSvaIXjb2PWpU9TqXBPbsCej1YuJO7hBCCPJ1Tn728IaK9PV6LveWkKz3Nlfg8jnoKvts1Gb7AJFe9hfqwvA/rF72VNIK9wKNmvc78izwHoLQ9MwOSPdJex7yaaZm7Hzrqu3qubrxZbhk9qgg8vSbyortAOI492+CPPT7eBL0z++W9ZT6oO5ks1b1hYYU7SHa0vYgHrzyTumC9xCFKvQjPFbx/L5S9nJMSPbGPpD15NnI6pA5jveOVHz05T6u9lLyHOwHWvj2u2Uw9v+FLvfY7d72A1h685uWHPeHVjz3cPVu9xg/QvKKVPb10Isk9/u6bPP5no72NyI89rOKPvSh8xLx4XfK8DzOiPTeVA728xwK9n1RxvQ02/Tx1uCc9lc4Qvj3DQb0ncwW9DTwCPU0xWj3ZAhI96+7bvXrUDj2F17c9JhhjPQhhojxkB0Q9m0YBvTn8f73IfI2884Z7vaels7zXeaW9l9uJvCPr3Dw1oE+9TKOLvRKIg71hB1y+luWLvJpvoL1hM0C8i+8jvVXRSD3fLUe91KIuPQRJCb5GAec9mL5TO+K1h72j9ve8Mf27PL+uQby19z89aFZSvSwXtL0XbVQ9g8SevC5ejj2oZo280wFUO4ABUz00WLa9IZVEPb1BLD2RR2k8bTQbPTzMKj0pvtO9qcYPPVFXEbw8jaa80TmGPKn5ir35cgk+heqFPX9knTtULyA96j9yvcoWqjzRpXQ9eWmQvIYEkjyAVpq7c24jPUwPIT4ImeW9LVTAvWqyrzy0p009haO9vRKanL2kIOs8HkWKvRNVLj22SbU97F1/vMCmOjun5am8KEYpveMchTyf2Ko9+TW/PEqZaT1z4Dc8WB9POlCrwj2bZR8+otcluqmIELwynA0+LelOPZBcnL2eTLC7AVWCvePOrj30TaO8n8Ovu9f23z2zWRS9yVgnvQAKvzwCyPm859gXO8BAdz3VxIY9tbI7twch4DwFUHu9flm2Pbgd6jzMTBG9fAlLPBG3xLymQaA7n+d4vHGyx7vzC4k9fti/PEBgl7xtkze6y9aDvFBkjb3paos9NaiLvRbDiDyVXi09WovcPMvKUr4BGdY8QVFaPL/CUj2DLxw9E/bnuNuYn7qPgIE9XhdyvTrp4T3dX9K9OUGVPfr8xr2F9pM8JKT2POEy37t8Zs68WdqRvJcyDT1Kw7q9PqYAvWR6wTwTe/I9WjICPQ==
10000022_202200_风,10000022,温迪,202200,青风结诗,风,弓,5,su+6vXFxuz0OfPC6FczPu5+YRjzdkVa6nxC/u7VZHT1MQFu9D+tMPeCjuDsT1YE6Od3KPF3UnT3L9XG9patxPRAHeL3IhKC75qeKPQMRFL13lJ69aeACO2R2Vr2vp5i9xhEtvSwnjj0tNB47WoaTvQzJW71Fl0Q9MV7VvLlSbL1rnLS7jMToPH+AKr3RBF47cEFuPbBikzwcyM09ipMtvYtDPL3a2h67GPqAvWEY4byPyw+8bLFyPXJq7zyJIQQ9Y5wgPaZpgLwNVfA8taZtvd4+i73gXaq9OwHxPc+BzzvAUGA9riOaPdDlgbsoUUY94M1oPdbM9r0HU7O9HZlSvbM8gLw4Cge9rL9rvTLPFr2prP6862AuvdnVlj1vQys9y8y6Pae0izs08Ze9GMNTvchhlL2NnKO8QIuevU8uljtnWe89wUACvQ7OSDx6eIy7XDKFvZc9iTow27E9MtPMPEbQub0MvR68cfqNvWVIaT3ESkg8abyEva8ixb0k4pa8sfB0PXhXPzxj4FE9UJjWvdQ8Gzn7mbu9NQ8PPEN6jT3jtls9QSCWvesE5T3p0CI9RvGRPIAvkj37nrM9Xn+nvOV4kjxUUVe9ua4pPpja4TtikS49fOTXO0mXaT0MDZ2985jRvdJSxjvI/Aa9m22WvOhR87xA96O8eX+DPaTH+D13xRC9KX9iO5n8GL1GcNk8/SmJvREPZ73CQEK9ugcUPpD90jtRiUC81Jz1PDtJTz1xihW90HAAvl3oub1TRZI9Psp7PVEKmD0JOh+9Sxg1PQm/B71Vxfc9zL4YPp0QUT1o2qq7GyPrPVpyMj3nHhY8iYGkPRmf273mr9O9nHCoPeDYw73wxhu+tcznvLt41TwkZ548xfumvNNNhD2AX1095HJLPf3+hD0msyO8+ztivJlcqT0bNA8+klGavWqMGz3fzCu90ESPPZDvoT2MPi49IGFovOPZmzw+KhK98WmyvBg/gr0gOua7pcUyPdECtjx8xy29FVwyPYMoGjsLQ6+9oUAOPfRY7bwg6QS97ys7PbtGdzzFw8476NG/vY/uwzyITxM9Z/q1PUP15Lzrjbm8YvBdvcTx7zweL0Y+7VNRvcoXv718d3o9VisPvSFLkT19MXW82xgQPtwXozxemRO97+CRvFhZmr2Ilyg9EFODvfyPpbw+mY66S70wPWBKhj0h4xw92iWHPf+PL73zpkO9EWbWvXDMxr1KlJy7ftGJPby15jw3/PI9nBZ4PUjrsj1C9249hSItvLhcybz4Be09qpaCvCkL4D2lpg49LNeBPbyCbj05d9a8Jc/6PBtCRr64HSY9BlqPvZLALD34B4W9UL2kvZYozrziWlW6OSXNOw==
10000023_202300_火,10000023,香菱,202300,椒红姜黄,火,长柄武器,4,lyq7vNBw3TwLwCu9t58aPZIL67yMPRG8o+X9PEmlYz172uk85FUKPU36m72+fom3Kz4pPOsHFD6g0kC9nzKFvW34MzzKJCc9b+C8PV1nKLk/LwE8V7yfO6qyo70E9gC+4yiIPaTQED1ryH88ZWWdvYFh/L1mAs49dvsavdW4+LwLqIY9Rh0vPZMqmb2DgZW94cpFvYZM1Lw2VuY9EZSZvfXFt72l1ai8b4NSPcgvgryaiBk92LeevXhb4Lq9bL47S09GPcVjYbwgdQ+8HWaTvWp9AL1HIR88js/GPApC6zx0gW09BSrKPFkidr0TN5S8l7DjPUWYDb2MbYU96Ea9O7/wHjzq4Ai9rIekPBBCMTwqGvU8Gj5pPeG88T37az09aft8PfakMzpHo8K99lcmPet4ybvQ9KI97Q/IPKGDmr0u/PQ9NFZbve1GxD1KI5a9IivZu56ObL0Fbq89QEIePA1E+bs3ZQQ9JKogvrGEkj2/p7o70N31vcc9Rr0Zroa9folVPY8r0Twz1XA9O8yvvZzZ17yHgq68nt/Dvf50Cbwu80s9HA4ZO0z49DzGUEA9SEAUPcJvljxNLx49wwzKvMpGDTxiZMq65hMlPRIH4zyWR2K97/Zfvdk4XTz2R4y8G6rUvb8v973o/ru9FfSNvRO6m70Zsyy9UsPAPeIJ/zyNGcO8l21uva02oL1kksC8IW3uvbzOCL0Rxi89CHR+PbC8DL53XA09CTn2vVm9Z70Dd/O8n97OvNRZnD0U55k9RwJdvK+ID70gE6i9b9ySvSt9Xj0eeZI9HPLUu9EsND1Qh6C9HuP9uxpMPz3kCBm6Q+EmPYlmo70IsyA+rTRTPY/dxbzbv2G9eBcTvP9xir2LmaU89pc7vVrgpj0es3u6mzYsvhPfm7zD4Ke8O0i4vR/eCz0AOgY9aUKgvfWAfr2vopG9K/YYvJbr3D1h0ak7adO9vMGQaD3Q1rY96alkvUUqJL6PAta7MFN8PKWsrDzAkZ49dUfRvaYdGz2RIx49E62gPe8fEr7gChA+7HRtvE0YR73Y7Fm8np8qvpnkKz2246o8uC/TPaZ7Tj3So0I9jK9Oveqnn7yMq1S71KXePAkjk71G+0U8BJGGvez1UTwTShI9mpWlPWy2YD1rs1M9m9RFu8oiaT06vFs9bbeHPUZRSTsjAVA9akhcPdcRVr0fq5y7Kj8Nvbk1pr0wqoi9HtvIPOKm2rzfxno9GnBZPVbj9zyAFr89Vj7IvJ1jljw51X28db02vcnM070NNEs9kXQgvUbHZz2FIba9rGOCPTMNnbtavQY9R8ClPaWMu73Of/o5A8+dvYbYdbxFNBC+e32hvdMXZz1yxjs8oOdgPA==
10000023_202301_火,10000023,香菱,202301,岁夜欢哗,火,长柄武器,4,8gDVvWDewz1Z/Ym8xYkVPCBkObwdnem8mzMfPZ96RT21eU69cIbVvUMawL3on4O7RBdRPVcoDz5n9908iXcJvA6bKDwuiR89L15jvARUDr1X4QA9fW1uO97ylr3pPCe+ho88vRJat7vRg687GlP8vTRhI74GStc9Gzk/PKXJZr2a+oy8V7j5vPxmmr0o1oE8nPy2vahyALwkJKo9RI2ovftzub3ucg69+eHRPHd9ibxsxHe806aDPavZWDm1Uak8F0VGOyEVCDvlphu9RqZbPJZqB71gC4U9xNbevGWVaj04reE9yugBPLjCg70Efe682+LAPU0nbL0oV9U8u/0ovcvM7zzPvlc9oeIcvVMP9zzKcnE9j7XWPIgAqD3Usna9i/Yrvb9xxLwpf5G9AXR+PLlF+D3M0b086p0gvYsxsL27bu+7VUhCveXvAj1nqBe960nuPQsQLj2O+Bs+uzlmvdW33700UtM90h4ovFpNlrxn3LO8xaI3vMP+0r3FGfW9bj6TvbXsCr5sSEU8/TeDvfUEyTs4kYm7UBVFPTaIAT6k/cc9J00pveXBjjy0SRk9g+PhuxvTyDyZPrk9iMkjveK0ubyZTpK9UxDbPVK6Cz3Ve869QWdkPHVGtDqPcBU8IsGqvDnUob1PPlG8+LwcvkErJb7cDBy9BHD1PXmfsTw9LpM8cQUOvUQjczxAvgE7b4BzPR/JnrypEQI9oHObPde69L1v/TM98vDGvX/wEL63q+W7uHZwvJpJvD3Jpl09e8lAPU4cnbyqjtm8JyOiu2falD2k59o9Cr0SPQKZVT3NDz69ysoQvIVovLxHO4G9YpyqPa06AL6exuU9gVGEPdCSz704dtC8lh0yPVaLnb3nekE7oAXsvIshlTwPedu7kWnJvNsSAb0PHK28Tv2TvU5klT0SUg09e9rQvb4FP735W9S9tmAfvWy3XbtsCMw8SsF0vbnv3z0xnSs9KrtCvD/QhL2E3Tq9nuYZvctiGjza7s+8X6o3O+UsxzzG/J49JdQ5PW3qXL1yFVc994+yuc/KBb6DkCM8/RQzvUYBCT1Oj549rff9O69WhDzy9QY9O8NjvGUfTDxbhi+9Y01jvU0Bhr3rY5o9PTbUvW17ujyzPsC7GZzcPSwLsz1RxLM8/lacvOtLYLo96oo6rDgdPTTSOr3RBuU8COOqPWslET1yRe87mZk3vd7qLTwxxjU9vVicvETjm71nLYQ7sephPKYp1zzieZk9dVQrvdIfhzxOfyM9A+LAvKo5LL45X+w9uT0fu9nUBTxRTei8fDBgPQwL2z3xhJa9+FolvdGOur1ecCy984mAPJJ9pbwp28e8FKHCvDDZrj13MfC8XO24PA==
10000024_202400_雷,10000024,北斗,202400,赫浪连涛,雷,双手剑,4,5mzXvS/MxD0C6La7GpARPmewxDy39H+9hX8ovJeUgT1h1Gk9if23vQYTe72Nh889MGonvYAjyj1sycq8J//UPVAWSTvyeJ09i86LPR0psrxYpLS8/m+FvWb0H71xiGe9fuKXvLwXirtrPow7QiCJvVOSrr0xuHM9lcAyPSncvjxNVRG9FXJJvLJ4AL2t0Bk6wITzvEqdaD0ecmO9ysliO5xgD77ACJ49ds6fPakjJ72V+Uu9qqShOkFqtz2qL1c9glYbPGlRST3dbq28vvXeveOBUL2CyTi8tswUPaGXvzwsBwQ+hKTyPPt/JT1i9Sa9um++Pdh7ZLzuXmq9d6ZJPdWFNj5lZKS8Bys4vSzI8bxHZV+9mziPPOZA0D1ii7s96ncxPSWPsj0OsL+8FQ8Ju9kN7DxInIU9jAz7vPMIwLx0Pg09beyVPYioSrwl3Xi9QLpYvatWfLztnLQ9J7teOh4PoL22YOY90CYxPaTyoLx5UA69xRrIvPTruzplXri9tRUiu3H3gr1cX0c7rmRGvWPWD71eL0E8YDlwPfx0RL33St87SYMOvXL2jzzQdJU9REq5vVxc4Tzkfqg8jWPCvesECbxMeha9/axhvaImKr2Lbq69H2pUvcZM0D3dtji9qj7DvQ+xyrw7B6a9Hb4ZPQFymL2Zw4K9plPIPFAYvj3bgse8ym+TPShBWb1dMJI9S1GBPVwWg70mCgW9qp+ZPJWombxfVUe8vdeuvcCDvju9nX29Rl4BvTJKPr1kfQE9wX47Pc/3jLx33gK94hWFPWkPiLzHxJQ74K/EPTuk8jyD4Mq8efO3vPaeXL0f/Zg8SgjRPO3Fur3g6iU+FH2APZ01OLtA+io9jo/avEVTE72/2TU8LeOGPSLZk715LJo9di7NvSPY/TzZFCQ9bNvyvWXazTpaeEA9sSDwvdN7Db6X8q+9C4MAPf8GZ7z/YHs9rfyLPEwTl71eWSm8N+N9vYRj3zxlOdY9ELVXPfMnDj6sGIm93bq4vKz5nD3Ivu89+PzHPCcPFL2zwV89vrn6PRk/372X0MI9NiZUvLzBKT0GXD291VigPSFIQTvbcYG9i4Izvb/8Uz0WnPg8inS3vPDfdL3/N4M8UVZLvV+CpTunrc08tOkePUIhhD1Biti9LNHFPYT70jxNhHw9RhkRvX3Slj3bvIi8l+WCPSWAETyIW8O8wq11PTVW3L1nOgw+WuxkvVBD0btxcpo7GVmYvPPV/L3u5SK9hpHCvcdwRj0cK368Cm6HPIQLzL1NsBQ93iX8vUDxqz2rbI69Gq0aPfz0pz2c0wm9M6rEPSjVmL0kql28OORXvU1/kD1DPFS9qvwjvOWkNj0Qqs89mX7UOw==
10000025_202500_水,10000025,行秋,202500,锦钰兰衫,水,单手剑,4,Dw05vY4NqjzJ5Zw6TsJmPWpCBTw6mIk8up8IvdBJjL1xvYw8J5mgvOBeBjyZGpK8bbzXO2TVmj2ln3o8Mml8PKM0Vz1JH1s99bs4vYdweT36LN67aR+LvV7WvL2rr5a96+AZPUdAET3IuAE9zHFJvsgXJ74OWY09hxVOPapmvz011x08ctE7unriOL1SgKq8QzUtvQOPpj31Sko9liHEvNfAir3vOlG9Jn0tPTikYz2q/LM9QjIpPWi7hjwaxlq91jC6PYfZsTyhUsg9AF1GvTrMmrw0tIo7h6UDPfctYj0Oiuw9g8SpPYeWg72pa7c90NkBvYoqxrvEBQs+5rj5vO8SxD3gW048vgyaO6e1rzyh+QQ+8okQPVrdsz29U1Q9MO9wvWxniD0ChfS9okPrPQuFijyCdo07kJAhPX1UTL11mhe9fHJUvZ/J57vbOG+92m00PWFy97wY0IU9r4fEPblLJ70FLmw9YFYdPc4OO71hXuy8u1bevalYgL32Sck90rSSvQPtKr0UIOU7Khebvem+LDwkm7a9x5a/vTwaJz5HIYM92Ko/vapQWrzC8ss8bGs0vWCCFTznuOM8JFjGvGrmbL1/AcI7yTFFvNkIiL38V0e95RZivexH7Tw0XGI9z4lfvFclMD0B4cS9AAyhPJlxYr1+QaM9ETrXPd9NBbxq8y699p/iOp38vjwBY7G8oHxJvXK6i7ym3rG8UH07PZASyr2BbI89HDalO64YRD23alO9uvLJvWPZoz14gAC8PnUdvbmVBLwtvI+9MyTCPCgRvD1k0Io9xJC8u2g9pDshE9O8Rdo2PQBQ8LzawIi9WFRIPMjIMb2YHMI9ydM1PfKjAb38to68+6ZFvfHy2D2EtO+8fx5ovXb21D1bo5k8dTufvXD+37xw4u29g8gpvm0FBr5oQok9oIW1PMrVGbtfexu8OvrRveup3T3o3Wi9E2eTvUsC/rxkjeg9X56UPN3+hb2yrQW9yotBPYsHzbsVS069Vp+bvP8z5rwXqSU9GLPEPK2Db72u0cs94n0ZPeHMjr1dHBg9w08QvtYXEDveQkI9OfEGvJXo6D0I1Ra8OKLzvRTj8b3VOYU8z5+lPWgEjz0jxCA9m8dxvW/hjD28V+a9WYOpPQC0D71z5vY931d4PcNrhrzjYi09GbQQvcJC1ry0cOQ8U+yCPL6wIzw3C0M9NnOBPWAC3bwdp4A9U5isPJaAizy8ts09z+uKPYQveb3gf6M8Uwd6PZQ/4z3+5zC9DMT8OyLyWDzYM0I8icoXvdXIXzyzgy29QfkePdLzhztVlLi9hVUlPTkqtL0T4yU9wj6iPBTvU71KIPy90UY0PH4vOj0HDnM7R3fRPQ==
10000025_202501_水,10000025,行秋,202501,雨化竹身,水,单手剑,4,JfvSPBM9sTxes9g9G16TPXmSqj1g6ou9VGJlvYMaLbxa/GK8YhyPPXoIxbzzAiW9NoWavJ2/E7wuWZ49AzzCvNKEwjw7C7o93Et0vZ7wab07Dnk9Fl/+uy/YDb0z4t+9A+KCOzns6z0rmg+9j/0mvmwoTr2aDVc9c1mIvVJICTz7YLs9R92gPadVhL3bQHA9N1d5PSwPMz1IEcg8vCkAvI7/lj0ExLK9eIrBPao/xz2KENY9tn7HO1pYXTyrZp08UjgfPmlqMb15nu48kgF8vSt0C72RJSG89P8APs9UYjs5oKG9bJeKPW9XNr0TwBM+UIekPR3bpD0gagY+GVmjPcZ2Ubzf27O7JQOzPMUwH72rfbe7lgIoPZnnuT01VFU90KzKPdvClD1n8vS9ovypuo0TMzwFhGa79L5fPea4VL0CFrC941RJvVpm/Tsa4XU9/REGPPN4qzrHM4W9uIHdPf/vFL1zRFw9QEQOvXJ15zwALqY82czXvbmhqL0GQ0w9OALMvQH57TgyMa68WUq9vS5OZbr4THa9Xs8svnjt5rsnog89PYnhvP5Yj72cIhO9TL31vAy3cb1C6q49BdsDPQVhyLzZBoa90QPXPbhzjbsKba+6rS+DPB+viLx4TWg9HOwfvmPE+jxvpHe9UOpcvS2rnbzTeM49/w6YvCnmKjxmBpC98514vc8mab0DKYm9msuIvcSs0TyB1Iq9UCX7PfCQhL3gH52835UwPO3KDjyX+MC9lYyKvdtOqL1CcL08AmZQO1pVbL0rNNm8QKDovY14CjzrC8s9LD3CPZjSQb1o9RC9XxKyvFoBpj1dLSc9eT6avBJegzzzOw49aAanPVNSkzxqkXs8IPoIPVGAuLtD0R07RTHSPYSf3j2jEoY7W+Hzvdy1ULyd0yA7LpR9vYnB8b24l8087/AhvRk6Qj2+X5g8ShICPYwB7z1jINy9Jb9SvQWVDb2tRHM9u5q9vXBzhbwWePu8BSijPB7g/Ls62h294OvBvUMeYb3D0IC9qMvRPKzNvr0hAXM9PmokPWz5ZL2ueVI9+S/6vQ+Vxzyqmpg82Wgfvaak3Dyyawy8enrIvZuN572PRCw9NvIdPV91dD1noAw9ffOCvIQ27DxxqQI9/7q1Pd4nGz03qzg7JeyGvQguZj3KmhA9yrJFPYBqSbzahTM9GLGduzYVBbxbp669ilouu8zkRT0qB1e92wlVvFuZDD3A/YU966FrPdQSsjy0eMg8nJIzvPhUuD3SZym9kB15PH6ccL1EjfA8mIPWvAC0ZD3ZMeW96pPRvUM5Lz3ovzm9uselPbiw8bwRUTo9j0k4vQln7L2EIae7mYWSPRdsMr3XbBU9HucYPA==
10000026_202600_风,10000026,魈,202600,千秋竞岁,风,长柄武器,5,B7GuvUYGyjyQCG67UeNlPc7WUj2m5KK7QKyCPeNkKj3GN4S9mTuMPfpMBj2nlTQ86M4NPT9uST77vcq75AGXvAyVVjxSdTW9g/ilvFoIoL0j8Ka96tYHOz2NWr3MTv29BUqGPYZRDj05rYI8KaomvY9kN7782ps8B6V7vb226bseVS89SGY7PUlYjr11gxM9DEIiveO5krqGFBU8WpyzveWtJb2pvnG9ZHpaOzxSWT00Y689Zb4tvG+lQD3FEYQ8j/BmvEhkojuPF2Q9fFGhvHjN5L1zjwY9IshmPX2jhj2uWKM9CbX7PTrmHb4Q9sG8sTMgvDNHZ71O2iy9i1zAPJNZaL3TtKO9/QdkvYajBj1ZDs29LPKLPd/5uT3vQh48kE8XPXqAnr1n7VC9K2JRvcUJRj2o5I28lhebvN2hNb1bLSU9PBmwvXFGarzgdcs8WHUcPOwBmb06uWU99Z8pOniiJr5sCo29I6PIveSGjj3iIAK9OoRdvQEdXL0pXi49xBY9PcFrJr2d6Qm841xJvqbgjjwuPra9IJeGvIwzmz1cqDm94kHavRZkKD1We389ZN6RPefrZjy9APM9Jev5PPdccDyCMDS92dAlPhgG17u1Gpe979tyvfjW2r1YLmw8jMzIvVEthb0erOW8eI6ovQUxCb6BFBo7DGzSPD1j0j3bv5291hRzvTkHnrwF2D69NudxvWCW+bzqs8W9QzDRPS6/UDzWrGC8iMyHvL2XAjzTr6I9Tm5zvWLxyr0do3E9ipHOPJkNcTxENJm8k8oGPYXQ/LyJDsI9IFU9Pu88Hz2rhke8hWquvI9QibwkvRU8PalvPXtFgb08DuC8Rc+oPReq/L3JCL29lQL2vS2w9LtXMam88y10vFNpzD1FFCS9EHI6uwLxnD16pF86sm3su0fWr72RxKc8iYtVveugEL3jiz29kuWMvYxvZT36xTy9TCxrvY7uPj05SSo7i8yjPfAAh722tCE91AsGPbt7nT0CQpE8jULgvC3CuTs4ZLS7KrGgurTTh73Jkds8FnU8O0Y1F7xWfYU8QsROvTsxZzzLiaQ89ZeSPeX5hj0j0Ou8qiS+O2NZmzxTE6w8iAiVuxZgUL0Uns09oV4xPZSpoD0QMJG90IqKPdfwmz2Ls8o8IlhvvZDz7L1OG5E9fOYdOXWakb3It/28rRA5PVLBcL3cadE9VEQbPc8OhLdgeTk8B5mfvcwtZL30/K49iO0rPIFd5Dw7DYw9XMEqPaDhlD3OMio9s2PEPBkQar2jnMk96Rp9PDApI7yfOtM8xapAPftNn73mUMq8cyr+vK+L6b2hCrw94KTOvFyuA720o4W96TIwvXIhdbt+0oW8frVjPA==
